t,width,height,point_step,row_step,is_dense,data_len
40.297083139419556,6181,1,48,296688,True,296688
40.372496128082275,6180,1,48,296640,True,296640
40.47144913673401,6225,1,48,298800,True,298800
40.57185387611389,6159,1,48,295632,True,295632
40.673072814941406,6192,1,48,297216,True,297216
40.785696506500244,6198,1,48,297504,True,297504
40.871456146240234,6211,1,48,298128,True,298128
40.988813400268555,6199,1,48,297552,True,297552
41.07503294944763,6220,1,48,298560,True,298560
41.18503999710083,6197,1,48,297456,True,297456
41.27154350280762,6248,1,48,299904,True,299904
41.37380051612854,6229,1,48,298992,True,298992
41.4796679019928,6189,1,48,297072,True,297072
41.57269620895386,6087,1,48,292176,True,292176
41.66939115524292,6357,1,48,305136,True,305136
41.770440340042114,6270,1,48,300960,True,300960
41.876792192459106,6199,1,48,297552,True,297552
41.98828077316284,6219,1,48,298512,True,298512
42.106714487075806,6225,1,48,298800,True,298800
42.16943907737732,6229,1,48,298992,True,298992
42.29911947250366,6219,1,48,298512,True,298512
42.38921022415161,6097,1,48,292656,True,292656
42.48764204978943,6343,1,48,304464,True,304464
42.586408376693726,6206,1,48,297888,True,297888
42.70237946510315,6191,1,48,297168,True,297168
42.788965463638306,6302,1,48,302496,True,302496
42.893393754959106,6196,1,48,297408,True,297408
42.98613953590393,6224,1,48,298752,True,298752
43.08533525466919,6237,1,48,299376,True,299376
43.19321012496948,6220,1,48,298560,True,298560
43.28343653678894,6236,1,48,299328,True,299328
43.38610529899597,6187,1,48,296976,True,296976
43.48271369934082,6161,1,48,295728,True,295728
43.58227825164795,6257,1,48,300336,True,300336
43.68758821487427,6219,1,48,298512,True,298512
43.78070306777954,6250,1,48,300000,True,300000
43.8910448551178,5957,1,48,285936,True,285936
43.982750415802,6407,1,48,307536,True,307536
44.082717418670654,6265,1,48,300720,True,300720
44.187504529953,6233,1,48,299184,True,299184
44.280056953430176,6233,1,48,299184,True,299184
44.3804612159729,6191,1,48,297168,True,297168
44.48370409011841,6225,1,48,298800,True,298800
44.578773021698,6255,1,48,300240,True,300240
44.68683171272278,6200,1,48,297600,True,297600
44.77997899055481,6224,1,48,298752,True,298752
44.878174781799316,6231,1,48,299088,True,299088
44.97662329673767,6182,1,48,296736,True,296736
45.08269143104553,6075,1,48,291600,True,291600
45.17743468284607,6381,1,48,306288,True,306288
45.28729557991028,6229,1,48,298992,True,298992
45.377257108688354,6225,1,48,298800,True,298800
45.47467017173767,6184,1,48,296832,True,296832
45.57312226295471,6246,1,48,299808,True,299808
45.67917466163635,6228,1,48,298944,True,298944
45.77875065803528,6195,1,48,297360,True,297360
45.8735237121582,6216,1,48,298368,True,298368
45.97523617744446,6203,1,48,297744,True,297744
46.0725154876709,6220,1,48,298560,True,298560
46.17298197746277,6236,1,48,299328,True,299328
46.27682614326477,6201,1,48,297648,True,297648
46.371864557266235,6215,1,48,298320,True,298320
46.47244095802307,6188,1,48,297024,True,297024
46.57729911804199,6175,1,48,296400,True,296400
46.70021724700928,6169,1,48,296112,True,296112
46.77606225013733,6326,1,48,303648,True,303648
46.877037048339844,6208,1,48,297984,True,297984
46.96953296661377,6222,1,48,298656,True,298656
47.07250690460205,6158,1,48,295584,True,295584
47.16872501373291,6247,1,48,299856,True,299856
47.29247570037842,6243,1,48,299664,True,299664
47.37928366661072,6169,1,48,296112,True,296112
47.48838472366333,6235,1,48,299280,True,299280
47.58716034889221,6153,1,48,295344,True,295344
47.68612861633301,6265,1,48,300720,True,300720
47.7868492603302,6225,1,48,298800,True,298800
47.8874409198761,6246,1,48,299808,True,299808
47.987937450408936,6223,1,48,298704,True,298704
48.08478379249573,6185,1,48,296880,True,296880
48.18309473991394,6153,1,48,295344,True,295344
48.28625798225403,6265,1,48,300720,True,300720
48.383737564086914,6263,1,48,300624,True,300624
48.484259366989136,6222,1,48,298656,True,298656
48.58202648162842,6206,1,48,297888,True,297888
48.699737548828125,6221,1,48,298608,True,298608
48.78289842605591,6161,1,48,295728,True,295728
48.88021516799927,6219,1,48,298512,True,298512
48.99625301361084,6199,1,48,297552,True,297552
49.082439661026,6244,1,48,299712,True,299712
49.18040060997009,6199,1,48,297552,True,297552
49.27969717979431,6177,1,48,296496,True,296496
49.389697790145874,6192,1,48,297216,True,297216
49.481855154037476,6178,1,48,296544,True,296544
49.580223083496094,6294,1,48,302112,True,302112
